student_id,first_name,last_name,date_of_birth,nationality,domicile,programme_code,programme_name,enrolment_status,fee_status,enrolment_date,expected_end_date
SRS03154,Daniel,Diallo,2003-05-08,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2023-09-15,2027-06-30
SRS03155,Oscar,Morgan,2003-03-16,GBR,Northern Ireland,BSC_PSYCH,BSc Psychology,Deferred,Home,2025-09-29,2029-06-30
SRS03156,Dylan,Singh,1995-04-08,GBR,Northern Ireland,BA_ENG,BA English Literature,Suspended,Home,2025-09-21,2029-06-30
SRS03157,Imogen,Smith,1991-06-25,IND,Overseas,MENG_CIVIL,MEng Civil Engineering,Suspended,Overseas,2022-09-17,2026-06-30
SRS03158,Theo,Ahmed,2002-05-28,CHN,Overseas,BA_HIST,BA History,Withdrawn,Overseas,2024-09-22,2027-06-30
SRS03159,Ruth,Mitchell,1999-12-12,GBR,England,MENG_CIVIL,MEng Civil Engineering,Active,Home,2022-09-20,2025-06-30
SRS03160,Jacob,Andersson,2001-09-08,NGA,Overseas,BSC_PSYCH,BSc Psychology,Active,Overseas,2023-09-21,2027-06-30
SRS03161,Sarah,Brady,1992-07-22,ZWE,Overseas,BSC_MATHS,BSc Mathematics,Active,Overseas,2023-09-27,2026-06-30
SRS03162,Hugo,Thompson,2006-04-23,CHN,Overseas,BSC_PSYCH,BSc Psychology,Deferred,Overseas,2025-09-29,2028-06-30
SRS03163,Leila,Omar,1990-01-30,GBR,Northern Ireland,BSC_BUS,BSc Business Management,Active,Home,2022-09-26,2025-06-30
SRS03164,Joseph,Berg,1996-12-12,GBR,Northern Ireland,MBA,MBA Business Administration,Active,Home,2023-09-30,2026-06-30
SRS03165,Joseph,Hussein,2001-12-04,,England,BSC_NURS,BSc Nursing,Active,Home,2023-09-26,2026-06-30
SRS03166,Owen,Ng,1991-01-03,GBR,Northern Ireland,BSC_BUS,BSc Business Management,Active,Home,2023-09-24,2027-06-30
SRS03167,Priya,Diallo,1993-11-22,GBR,England,BA_ENG,BA English Literature,Active,Home,2022-09-19,2026-06-30
SRS03168,Leon,Ryan,2001-10-24,ZWE,Overseas,BSC_COMPSCI,BSc Computer Science,Active,Overseas,2025-09-18,2029-06-30
SRS03169,Ava,Roberts,2004-06-09,NGA,Overseas,MENG_CIVIL,MEng Civil Engineering,Active,Overseas,2023-09-19,2026-06-30
SRS03170,Leila,Warsame,1995-03-05,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2024-09-22,2027-06-30
SRS03171,Lucas,Toure,1997-07-14,CHN,Overseas,BSC_BUS,BSc Business Management,Active,Overseas,2023-09-19,2027-06-30
SRS03172,Benjamin,Wood,2005-09-05,,Northern Ireland,BA_HIST,BA History,Active,Home,2024-09-23,2028-06-30
SRS03173,Ali,Ibrahim,1996-04-01,NGA,Overseas,MENG_CIVIL,MEng Civil Engineering,Active,Overseas,2022-09-24,2025-06-30
SRS03174,Maya,Kim,1991-06-13,GBR,England,BSC_BUS,BSc Business Management,Withdrawn,Home,2022-09-28,2025-06-30
SRS03175,Patrick,Doherty,1997-07-08,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2023-09-30,2026-06-30
SRS03176,Georgia,Kim,2002-03-13,,England,BSC_NURS,BSc Nursing,Active,Home,2024-09-20,2028-06-30
SRS03177,Isobel,Clarke,2003-06-18,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2023-09-18,2027-06-30
SRS03178,George,Evans,2006-12-16,IRN,Overseas,BSC_PSYCH,BSc Psychology,Active,Overseas,2023-09-18,2027-06-30
SRS03179,Thomas,Khan,1994-01-12,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2022-09-25,2026-06-30
SRS03180,Jacob,Lam,2004-01-07,GBR,Northern Ireland,BA_ENG,BA English Literature,Active,Home,2024-09-23,2027-06-30
SRS03181,Luke,Toure,2005-04-26,GBR,England,BA_HIST,BA History,Active,Home,2024-09-26,2028-06-30
SRS03182,Adam,Ferrari,1991-02-19,,Overseas,BA_ENG,BA English Literature,Active,Overseas,2022-09-19,2026-06-30
SRS03183,Harry,James,2003-12-11,IRN,Overseas,MENG_CIVIL,MEng Civil Engineering,Active,Overseas,2024-09-28,2027-06-30
SRS03184,Naomi,O'Sullivan,2006-08-03,GBR,England,MBA,MBA Business Administration,Active,Home,2022-09-15,2026-06-30
SRS03185,Claudia,Hughes,1995-03-01,MYS,Overseas,BSC_NURS,BSc Nursing,Active,Overseas,2022-09-27,2026-06-30
SRS03186,Olivia,Ward,1991-02-09,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2022-09-15,2026-06-30
SRS03187,Connor,Osei,1995-11-21,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2025-09-18,2028-06-30
SRS03188,Natalie,Brown,2005-11-03,GBR,Northern Ireland,BSC_NURS,BSc Nursing,Active,Home,2023-09-30,2027-06-30
SRS03189,Alice,Lewis,1994-12-13,GBR,England,BA_ENG,BA English Literature,Withdrawn,Home,2025-09-30,2028-06-30
SRS03190,Zara,Diop,2004-03-16,NGA,Overseas,BA_HIST,BA History,Active,Overseas,2023-09-15,2026-06-30
SRS03191,Georgia,Murray,1999-12-13,,England,BA_HIST,BA History,Active,Home,2024-09-18,2028-06-30
SRS03192,Aisha,Patel,1999-05-11,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2024-09-27,2027-06-30
SRS03193,Jacob,Hussain,1999-07-12,NGA,Overseas,BSC_BUS,BSc Business Management,Active,Overseas,2022-09-29,2025-06-30
SRS03194,Harry,Mitchell,1991-12-27,GBR,Northern Ireland,BA_HIST,BA History,Active,Home,2023-09-30,2027-06-30
SRS03195,Jessica,Lewis,1995-06-10,USA,Overseas,BA_ENG,BA English Literature,Active,Overseas,2023-09-16,2027-06-30
SRS03196,Jessica,Shaw,2007-04-12,,Wales,BSC_COMPSCI,BSc Computer Science,Active,Home,2024-09-16,2028-06-30
SRS03197,Evie,Cox,1999-05-14,GBR,England,BSC_BUS,BSc Business Management,Suspended,Home,2023-09-20,2027-06-30
SRS03198,Cian,Gupta,1998-11-01,GBR,Northern Ireland,MBA,MBA Business Administration,Active,Home,2024-09-15,2028-06-30
SRS03199,Joel,Robinson,1993-10-27,ITA,Overseas,MSC_DATA,MSc Data Science,Active,Overseas,2024-09-24,2028-06-30
SRS03200,Grace,Shaw,2001-12-21,IND,Overseas,BSC_MATHS,BSc Mathematics,Active,Overseas,2022-09-18,2025-06-30
SRS03201,Jude,Diallo,2004-05-31,GBR,Scotland,BSC_NURS,BSc Nursing,Active,Home,2023-09-17,2027-06-30
SRS03202,Max,Shaw,1990-07-22,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2025-09-25,2029-06-30
SRS03203,Freya,Khan,2001-06-25,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2025-09-21,2028-06-30
SRS03204,Kieran,Robinson,2007-09-11,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2024-09-21,2027-06-30
SRS03205,Dominic,Ali,1991-11-06,,Scotland,BSC_PSYCH,BSc Psychology,Active,Home,2025-09-17,2028-06-30
SRS03206,Aisha,Greco,1993-02-23,CHN,Overseas,BA_ENG,BA English Literature,Active,Overseas,2024-09-25,2028-06-30
SRS03207,Joshua,Hall,1993-01-28,MYS,Overseas,BSC_COMPSCI,BSc Computer Science,Active,Overseas,2024-09-16,2027-06-30
SRS03208,Daniel,Murray,2005-02-15,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2022-09-20,2026-06-30
SRS03209,Anna,Brady,2004-03-31,GBR,England,BA_HIST,BA History,Active,Home,2022-09-23,2026-06-30
SRS03210,Omar,Mohamed,1999-08-17,CHN,Overseas,BSC_PSYCH,BSc Psychology,Active,Overseas,2023-09-17,2027-06-30
SRS03211,Callum,Ali,2001-08-30,MYS,Overseas,MSC_DATA,MSc Data Science,Active,Overseas,2023-09-28,2027-06-30
SRS03212,Georgia,Asante,1991-07-02,ITA,Overseas,BSC_PSYCH,BSc Psychology,Active,Overseas,2025-09-28,2029-06-30
SRS03213,Leila,Islam,1997-10-28,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2025-09-29,2029-06-30
SRS03214,Sarah,Park,2007-01-26,GBR,England,MBA,MBA Business Administration,Active,Home,2024-09-27,2027-06-30
SRS03215,Joseph,Greco,2002-10-31,CHN,Overseas,BSC_COMPSCI,BSc Computer Science,Active,Overseas,2024-09-27,2028-06-30
SRS03216,Niamh,Ndiaye,1996-10-18,,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2023-09-27,2026-06-30
SRS03217,Patrick,Ho,2007-06-29,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2023-09-21,2026-06-30
SRS03218,Jasmine,Walker,2000-04-17,CHN,Overseas,BSC_PSYCH,BSc Psychology,Active,Overseas,2023-09-16,2026-06-30
SRS03219,Ethan,Hughes,2005-08-23,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2024-09-18,2027-06-30
SRS03220,Georgia,Mensah,1995-10-02,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2025-09-26,2029-06-30
SRS03221,Olivia,Begum,2007-04-02,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2023-09-17,2027-06-30
SRS03222,Megan,Sharma,2000-04-09,IND,Overseas,BA_HIST,BA History,Active,Overseas,2022-09-30,2025-06-30
SRS03223,Emily,Ndiaye,1990-01-31,GBR,England,BSC_BUS,BSc Business Management,Suspended,Home,2022-09-17,2025-06-30
SRS03224,Samuel,Collins,1997-10-17,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2024-09-27,2027-06-30
SRS03225,Priya,Davies,2006-02-06,GBR,England,BA_HIST,BA History,Active,Home,2022-09-30,2025-06-30
SRS03226,Sarah,Williams,1994-12-10,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2022-09-20,2026-06-30
SRS03227,William,Brady,1991-08-27,GBR,England,BSC_NURS,BSc Nursing,Withdrawn,Home,2025-09-22,2029-06-30
SRS03228,Cara,Ward,1991-12-25,IND,Overseas,BSC_PSYCH,BSc Psychology,Deferred,Overseas,2023-09-23,2026-06-30
SRS03229,Lucas,Ndiaye,1990-10-25,,England,BSC_NURS,BSc Nursing,Active,Home,2025-09-29,2028-06-30
SRS03230,Fatima,Harris,1997-10-28,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2023-09-17,2026-06-30
SRS03231,Grace,Eriksson,2005-04-09,CHN,Overseas,BA_HIST,BA History,Active,Overseas,2024-09-27,2027-06-30
SRS03232,Imogen,Hassan,2002-04-21,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2024-09-20,2027-06-30
SRS03233,Marcus,Hansen,1994-10-04,NGA,Overseas,BA_ENG,BA English Literature,Active,Overseas,2024-09-15,2027-06-30
SRS03234,Priya,Mensah,2005-02-15,GBR,England,BA_ENG,BA English Literature,Active,Home,2023-09-22,2027-06-30
SRS03235,Eleanor,Robinson,2007-06-28,DEU,Overseas,BSC_BUS,BSc Business Management,Active,Overseas,2023-09-23,2027-06-30
SRS03236,Lily,Richardson,2006-08-20,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2023-09-28,2027-06-30
SRS03237,Connor,Mancini,1995-06-27,ZWE,Overseas,BSC_COMPSCI,BSc Computer Science,Active,Overseas,2025-09-24,2028-06-30
SRS03238,Arjun,Osei,1990-03-10,GBR,England,BA_ENG,BA English Literature,Active,Home,2025-09-30,2028-06-30
SRS03239,Amelia,Lewis,2003-09-30,GBR,Northern Ireland,BA_HIST,BA History,Active,Home,2023-09-19,2027-06-30
SRS03240,Sebastian,Brown,1999-09-15,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2023-09-30,2027-06-30
SRS03241,Rebecca,Conti,2001-02-25,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2023-09-23,2026-06-30
SRS03242,Harriet,Stewart,1994-07-20,GBR,England,BA_HIST,BA History,Active,Home,2023-09-20,2027-06-30
SRS03243,Ella,Hall,2003-07-25,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2022-09-22,2025-06-30
SRS03244,Nadia,Gupta,2000-01-17,CHN,Overseas,BSC_BUS,BSc Business Management,Active,Overseas,2023-09-19,2027-06-30
SRS03245,Bethany,Ross,2003-11-17,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2024-09-15,2027-06-30
SRS03246,Sophie,Flynn,2001-04-20,GBR,Northern Ireland,MENG_CIVIL,MEng Civil Engineering,Deferred,Home,2025-09-17,2029-06-30
SRS03247,Olivia,Ho,1996-07-05,GBR,England,BSC_MATHS,BSc Mathematics,Deferred,Home,2025-09-24,2028-06-30
SRS03248,Charlie,Thompson,1993-02-16,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2025-09-15,2029-06-30
SRS03249,Hugo,Eriksson,1992-02-15,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2024-09-27,2027-06-30
SRS03250,Rohan,McCarthy,2002-07-05,ZWE,Overseas,BA_HIST,BA History,Active,Overseas,2023-09-29,2026-06-30
SRS03251,Ellis,Ho,2003-02-10,CHN,Overseas,BSC_NURS,BSc Nursing,Active,Overseas,2024-09-26,2027-06-30
SRS03252,Matthew,Park,1992-10-19,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2022-09-26,2026-06-30
SRS03253,Rory,O'Brien,2006-10-03,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2025-09-26,2028-06-30
SRS03254,Ali,Wilson,1996-12-01,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2023-09-27,2027-06-30
SRS03255,Niamh,Byrne,1993-02-20,GBR,England,BSC_MATHS,BSc Mathematics,Withdrawn,Home,2022-09-28,2026-06-30
SRS03256,Nadia,Greco,2004-12-19,GBR,England,BSC_NURS,BSc Nursing,Deferred,Home,2022-09-21,2026-06-30
SRS03257,Maya,Toure,1999-06-21,CHN,Overseas,MSC_DATA,MSc Data Science,Suspended,Overseas,2024-09-22,2027-06-30
SRS03258,Niamh,White,2003-08-08,NGA,Overseas,BA_HIST,BA History,Active,Overseas,2022-09-19,2025-06-30
SRS03259,Oscar,Fontana,1995-03-22,IRN,Overseas,BSC_BUS,BSc Business Management,Withdrawn,Overseas,2024-09-16,2027-06-30
SRS03260,Yusuf,Kim,2000-08-22,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2023-09-25,2027-06-30
SRS03261,Sarah,Smith,1999-02-26,GBR,Scotland,MSC_DATA,MSc Data Science,Active,Home,2025-09-20,2029-06-30
SRS03262,Hannah,Ward,2006-06-14,IND,Overseas,BA_HIST,BA History,Active,Overseas,2022-09-29,2025-06-30
SRS03263,Arjun,Murray,1997-12-26,IND,Overseas,BSC_PSYCH,BSc Psychology,Active,Overseas,2024-09-30,2028-06-30
SRS03264,Grace,White,2004-07-11,GBR,England,MSC_DATA,MSc Data Science,Suspended,Home,2025-09-16,2029-06-30
SRS03265,Emily,Hughes,1990-08-24,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2024-09-24,2027-06-30
SRS03266,Jasmine,Ndiaye,2006-12-28,GBR,Northern Ireland,BSC_PSYCH,BSc Psychology,Active,Home,2022-09-24,2025-06-30
SRS03267,Isla,Ng,2006-05-04,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2023-09-23,2027-06-30
SRS03268,Callum,Ho,1992-04-30,GBR,Wales,BSC_MATHS,BSc Mathematics,Withdrawn,Home,2022-09-24,2025-06-30
SRS03269,Abigail,O'Brien,1999-02-05,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2023-09-28,2027-06-30
SRS03270,Sophie,Bah,2000-11-23,ZWE,Overseas,BSC_MATHS,BSc Mathematics,Active,Overseas,2024-09-27,2027-06-30
SRS03271,Freddie,Mancini,1999-08-01,GBR,Northern Ireland,BSC_MATHS,BSc Mathematics,Active,Home,2023-09-28,2027-06-30
SRS03272,Kieran,Graham,2000-09-28,GBR,England,BA_HIST,BA History,Active,Home,2022-09-27,2025-06-30
SRS03273,Eleanor,Mahmood,2005-06-24,NGA,Overseas,MBA,MBA Business Administration,Active,Overseas,2022-09-23,2026-06-30
SRS03274,Felix,Martin,1992-03-16,GBR,Scotland,BSC_NURS,BSc Nursing,Active,Home,2025-09-24,2029-06-30
SRS03275,Hannah,Mohamed,2001-06-02,ITA,Overseas,BSC_MATHS,BSc Mathematics,Active,Overseas,2023-09-15,2026-06-30
SRS03276,Grace,Watson,2001-02-09,GBR,England,BA_HIST,BA History,Deferred,Home,2022-09-29,2025-06-30
SRS03277,Thomas,Jama,2000-09-26,MYS,Overseas,MENG_CIVIL,MEng Civil Engineering,Withdrawn,Overseas,2023-09-24,2027-06-30
SRS03278,Zara,James,1998-12-06,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2025-09-27,2028-06-30
SRS03279,Claudia,O'Brien,1992-10-23,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2025-09-15,2028-06-30
SRS03280,Ava,Owusu,2004-10-05,,England,BSC_MATHS,BSc Mathematics,Active,Home,2024-09-21,2027-06-30
SRS03281,Anna,Ibrahim,2001-11-27,MYS,Overseas,MSC_DATA,MSc Data Science,Active,Overseas,2022-09-21,2026-06-30
SRS03282,Matthew,Owusu,2002-03-04,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2025-09-21,2028-06-30
SRS03283,Tariq,Conti,1994-11-11,MYS,Overseas,BSC_PSYCH,BSc Psychology,Active,Overseas,2025-09-24,2029-06-30
SRS03284,Hannah,Begum,1999-03-06,GBR,England,MENG_CIVIL,MEng Civil Engineering,Suspended,Home,2025-09-27,2028-06-30
SRS03285,Charlie,Islam,1995-04-19,CHN,Overseas,BSC_BUS,BSc Business Management,Active,Overseas,2025-09-22,2029-06-30
SRS03286,Freya,Wilson,1999-09-13,MYS,Overseas,BA_HIST,BA History,Active,Overseas,2025-09-30,2029-06-30
SRS03287,Fatima,Shaw,2002-03-21,GBR,England,MENG_CIVIL,MEng Civil Engineering,Withdrawn,Home,2025-09-20,2029-06-30
SRS03288,Rebecca,Hassan,2001-10-18,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2024-09-20,2028-06-30
SRS03289,Chloe,Mancini,2004-11-29,,Overseas,BSC_PSYCH,BSc Psychology,Active,Overseas,2024-09-20,2028-06-30
SRS03290,Siobhan,O'Sullivan,2004-12-15,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2025-09-24,2028-06-30
SRS03291,Niall,Chan,1998-01-07,GBR,Scotland,BSC_MATHS,BSc Mathematics,Active,Home,2022-09-20,2026-06-30
SRS03292,Abigail,Islam,1990-07-21,IND,Overseas,MENG_CIVIL,MEng Civil Engineering,Active,Overseas,2025-09-28,2029-06-30
SRS03293,Elliot,Osei,1991-12-21,PAK,Overseas,BSC_NURS,BSc Nursing,Active,Overseas,2022-09-19,2026-06-30
SRS03294,Dominic,Fontana,2006-05-06,,England,BA_ENG,BA English Literature,Active,Home,2023-09-28,2026-06-30
SRS03295,Imogen,Sharma,2004-09-07,,Overseas,BSC_COMPSCI,BSc Computer Science,Active,Overseas,2022-09-20,2026-06-30
SRS03296,Freya,Cheung,1998-11-23,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2024-09-29,2027-06-30
SRS03297,Mia,Shah,2007-05-28,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2025-09-24,2028-06-30
SRS03298,Megan,Cooper,2007-07-19,CHN,Overseas,BA_ENG,BA English Literature,Active,Overseas,2022-09-24,2026-06-30
SRS03299,Isobel,Howard,2004-05-08,,Wales,BSC_PSYCH,BSc Psychology,Withdrawn,Home,2022-09-28,2026-06-30
SRS03300,Mason,Hassan,1993-08-15,GBR,England,BA_HIST,BA History,Active,Home,2022-09-20,2026-06-30
SRS03301,Mia,Clarke,2000-04-25,CHN,Overseas,BSC_BUS,BSc Business Management,Active,Overseas,2025-09-26,2028-06-30
SRS03302,Yasmin,Watson,1999-01-03,GBR,England,BA_ENG,BA English Literature,Active,Home,2025-09-17,2029-06-30
SRS03303,James,Wong,1993-11-09,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2022-09-24,2025-06-30
SRS03304,Emre,Ferrari,2003-04-13,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2022-09-28,2025-06-30
SRS03305,Lily,Brooks,1993-07-25,NGA,Overseas,BSC_COMPSCI,BSc Computer Science,Active,Overseas,2025-09-21,2029-06-30
SRS03306,Toby,Ng,1994-02-16,GBR,Northern Ireland,BSC_PSYCH,BSc Psychology,Active,Home,2023-09-25,2026-06-30
SRS03307,Claudia,Brooks,1999-07-15,MYS,Overseas,BSC_COMPSCI,BSc Computer Science,Active,Overseas,2025-09-23,2028-06-30
SRS03308,Alexander,Esposito,1999-09-12,GBR,Northern Ireland,BSC_BUS,BSc Business Management,Active,Home,2022-09-15,2026-06-30
SRS03309,Oscar,Hussein,1999-10-04,GBR,Northern Ireland,BSC_MATHS,BSc Mathematics,Withdrawn,Home,2025-09-20,2029-06-30
SRS03310,Ava,Svensson,1999-12-16,PAK,Overseas,BSC_NURS,BSc Nursing,Active,Overseas,2024-09-29,2028-06-30
SRS03311,Ryan,Cooper,2001-07-18,DEU,Overseas,MSC_DATA,MSc Data Science,Active,Overseas,2022-09-27,2026-06-30
SRS03312,Matthew,Yip,2005-07-02,GBR,England,BSC_BUS,BSc Business Management,Suspended,Home,2024-09-27,2028-06-30
SRS03313,Toby,Andersson,2001-07-19,GBR,England,BA_ENG,BA English Literature,Active,Home,2023-09-28,2026-06-30
SRS03314,Muhammad,Brooks,1990-04-02,IND,Overseas,MSC_DATA,MSc Data Science,Active,Overseas,2024-09-17,2027-06-30
SRS03315,Ibrahim,Greco,2002-10-13,CHN,Overseas,MSC_DATA,MSc Data Science,Active,Overseas,2023-09-15,2026-06-30
SRS03316,Henry,McCarthy,2005-09-07,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2024-09-23,2027-06-30
SRS03317,Rosa,Begum,2005-06-05,GBR,England,BA_ENG,BA English Literature,Active,Home,2022-09-26,2026-06-30
SRS03318,Megan,Murray,1994-05-15,ITA,Overseas,MENG_CIVIL,MEng Civil Engineering,Active,Overseas,2023-09-15,2026-06-30
SRS03319,Ibrahim,Osei,2000-01-15,USA,Overseas,BSC_BUS,BSc Business Management,Suspended,Overseas,2025-09-28,2029-06-30
SRS03320,Isobel,Hassan,2004-06-08,GBR,Wales,BA_HIST,BA History,Active,Home,2024-09-29,2028-06-30
SRS03321,Abigail,Collins,1998-11-27,GBR,England,MBA,MBA Business Administration,Withdrawn,Home,2025-09-15,2029-06-30
SRS03322,Lily,Okafor,1991-12-03,GBR,Northern Ireland,BSC_MATHS,BSc Mathematics,Active,Home,2022-09-28,2025-06-30
SRS03323,Niall,Romano,1998-11-12,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2025-09-19,2029-06-30
SRS03324,Aoife,Diop,1997-04-15,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2022-09-19,2025-06-30
SRS03325,Samuel,Flynn,1993-10-16,,England,BSC_BUS,BSc Business Management,Active,Home,2023-09-21,2027-06-30
SRS03326,Seren,Richardson,1994-03-15,GBR,Northern Ireland,BA_ENG,BA English Literature,Active,Home,2025-09-19,2028-06-30
SRS03327,Felix,Hall,2002-05-06,GBR,England,BA_HIST,BA History,Active,Home,2025-09-15,2028-06-30
SRS03328,Jude,Chan,2004-05-16,MYS,Overseas,MBA,MBA Business Administration,Active,Overseas,2025-09-26,2029-06-30
SRS03329,Zoe,White,2003-07-05,CHN,Overseas,BSC_COMPSCI,BSc Computer Science,Active,Overseas,2023-09-17,2026-06-30
SRS03330,Madeleine,Howard,2005-02-28,IND,Overseas,BA_HIST,BA History,Active,Overseas,2023-09-30,2026-06-30
SRS03331,Noah,Flynn,2006-01-07,,England,BSC_NURS,BSc Nursing,Active,Home,2024-09-27,2028-06-30
SRS03332,Abigail,Ibrahim,2002-01-23,IRN,Overseas,BSC_MATHS,BSc Mathematics,Deferred,Overseas,2023-09-21,2027-06-30
SRS03333,Clara,Thompson,2003-08-31,GBR,Wales,BA_HIST,BA History,Active,Home,2024-09-24,2028-06-30
SRS03334,Verity,Johnson,1990-01-06,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2023-09-26,2026-06-30
SRS03335,Sebastian,Owusu,2000-05-27,GBR,England,BA_ENG,BA English Literature,Active,Home,2022-09-20,2025-06-30
SRS03336,Adam,Holm,1996-07-15,MYS,Overseas,BA_ENG,BA English Literature,Active,Overseas,2022-09-24,2026-06-30
SRS03337,Molly,Begum,2003-01-10,CHN,Overseas,BSC_PSYCH,BSc Psychology,Active,Overseas,2024-09-28,2027-06-30
SRS03338,Poppy,James,2003-02-03,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2023-09-26,2026-06-30
SRS03339,Layla,Taylor,1995-06-05,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2024-09-19,2027-06-30
SRS03340,Oscar,Watson,1997-02-17,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2024-09-16,2027-06-30
SRS03341,Muhammad,Jama,2002-09-08,GBR,England,MENG_CIVIL,MEng Civil Engineering,Withdrawn,Home,2024-09-16,2028-06-30
SRS03342,Nadia,Ndiaye,2002-01-04,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2022-09-23,2025-06-30
SRS03343,Maya,Smith,1992-05-19,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2024-09-17,2028-06-30
SRS03344,Siobhan,Omar,1993-01-15,CHN,Overseas,BSC_BUS,BSc Business Management,Active,Overseas,2022-09-27,2026-06-30
SRS03345,Kate,Davies,1997-04-03,GBR,Wales,BSC_MATHS,BSc Mathematics,Active,Home,2025-09-28,2029-06-30
SRS03346,Poppy,Davies,1997-08-28,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2022-09-26,2025-06-30
SRS03347,Aoife,Harris,2003-12-18,NGA,Overseas,MENG_CIVIL,MEng Civil Engineering,Active,Overseas,2022-09-25,2026-06-30
SRS03348,Aiden,Mensah,2000-09-09,ITA,Overseas,BSC_PSYCH,BSc Psychology,Active,Overseas,2023-09-23,2026-06-30
SRS03349,Erin,Mitchell,2000-10-09,GBR,England,MENG_CIVIL,MEng Civil Engineering,Active,Home,2023-09-17,2026-06-30
SRS03350,Rhys,Reid,2000-06-05,GBR,England,MENG_CIVIL,MEng Civil Engineering,Active,Home,2024-09-22,2028-06-30
SRS03351,Harriet,Nielsen,1993-06-01,GBR,Scotland,MENG_CIVIL,MEng Civil Engineering,Active,Home,2023-09-19,2026-06-30
SRS03352,Imogen,Chen,1999-09-24,GBR,Northern Ireland,BA_ENG,BA English Literature,Active,Home,2024-09-30,2028-06-30
SRS03353,Ibrahim,McCarthy,1997-03-28,IND,Overseas,BA_HIST,BA History,Active,Overseas,2022-09-20,2025-06-30
SRS03354,Dominic,Hansen,2003-07-13,,Overseas,BA_ENG,BA English Literature,Active,Overseas,2022-09-18,2025-06-30
SRS03355,Muhammad,Omar,2001-02-15,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2025-09-27,2029-06-30
SRS03356,Max,Chen,1998-07-12,IND,Overseas,BA_ENG,BA English Literature,Active,Overseas,2025-09-16,2028-06-30
SRS03357,Emily,Roberts,1996-08-24,GBR,England,BA_ENG,BA English Literature,Active,Home,2023-09-20,2027-06-30
SRS03358,Hassan,Hughes,1990-07-24,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2022-09-23,2026-06-30
SRS03359,Leah,White,2002-04-25,,Overseas,BSC_PSYCH,BSc Psychology,Active,Overseas,2025-09-26,2029-06-30
SRS03360,Lucas,Hansen,1994-03-20,NGA,Overseas,BA_ENG,BA English Literature,Active,Overseas,2025-09-18,2029-06-30
