lms_id,username,programme,modules_enrolled,last_login_date,account_status
s02015,gchan9435532@university.ac.uk,Psychology (BSc),4,2026-04-02,Active
s02016,cwong9756901@university.ac.uk,MBA,4,2026-04-13,Active
s02017,ecosta7157997@university.ac.uk,Computer Science BSc,7,2026-04-13,Active
s02018,mshaw3010112@university.ac.uk,MBA,4,2026-04-24,Active
s02019,cross3031079@university.ac.uk,History BA,7,2026-04-28,Active
s02020,lwalker7733920@university.ac.uk,Business Management BSc,8,2026-04-14,Active
s02021,fkumar4381700@university.ac.uk,Business Management BSc,6,,Inactive
s02022,ochan3472124@university.ac.uk,Mathematics BSc,4,2026-04-13,Active
s02023,zbah8801998@university.ac.uk,MBA,8,2026-04-02,Active
s02024,jrahman2666364@university.ac.uk,MBA,4,,Inactive
s02025,yconti7154741@university.ac.uk,MBA,8,2026-04-10,Active
s02026,amurphy6083540@university.ac.uk,Civil Engineering MEng,4,2026-04-18,Active
s02028,ohassan3267316@university.ac.uk,Business Management BSc,6,2026-04-03,Active
s02029,aho9005654@university.ac.uk,Civil Engineering MEng,4,2026-04-14,Active
s02030,ahussein7837416@university.ac.uk,Mathematics BSc,7,2026-04-24,Active
s02031,ojones6255100@university.ac.uk,Nursing BSc,4,2026-04-30,Active
s02032,ajones2913640@university.ac.uk,English Literature BA,5,2026-04-08,Active
s02033,tibrahim7573558@university.ac.uk,Mathematics BSc,7,2026-04-27,Active
s02034,fturner1677169@university.ac.uk,Data Science MSc,8,2026-04-28,Active
s02035,dpatel4543802@university.ac.uk,Civil Engineering MEng,4,2026-04-12,Active
s02036,adiallo6989190@university.ac.uk,Business Management BSc,4,2026-04-02,Active
s02037,ataylor1458999@university.ac.uk,Business Management BSc,4,,Inactive
s02038,jowusu1956450@university.ac.uk,History BA,5,2026-04-28,Active
s02039,itaylor9625571@university.ac.uk,Computer Science BSc,6,2026-04-02,Active
s02040,jmccarthy7729051@university.ac.uk,MBA,6,2026-04-09,Active
s02041,erobinson8989590@university.ac.uk,Business Management BSc,7,2026-04-23,Active
s02042,zjames6127023@university.ac.uk,MBA,7,2026-04-18,Active
s02043,pconti5994142@university.ac.uk,Psychology (BSc),5,2026-04-09,Active
s02044,dislam8303866@university.ac.uk,Computer Science BSc,5,2026-04-21,Active
s02046,nmurphy3282773@university.ac.uk,MBA,5,2026-04-18,Active
s02047,rwhite7223237@university.ac.uk,Civil Engineering MEng,8,2026-04-02,Active
s02048,ediop8298882@university.ac.uk,Data Science MSc,5,2026-04-07,Active
s02049,tdoherty6474518@university.ac.uk,Computer Science BSc,5,2026-04-06,Active
s02050,jho4210826@university.ac.uk,Civil Engineering MEng,5,2026-04-08,Active
s02051,swarsame3243422@university.ac.uk,Business Management BSc,5,2026-04-19,Active
s02052,ajones1531430@university.ac.uk,Data Science MSc,6,2026-03-25,Active
s02053,mprice4662410@university.ac.uk,Nursing BSc,4,2026-04-09,Active
s02054,cholm9657564@university.ac.uk,Business Management BSc,4,2026-04-17,Active
s02055,mcampbell5707958@university.ac.uk,English Literature BA,6,2026-04-22,Active
s02056,kjames4616313@university.ac.uk,Mathematics BSc,5,2026-04-17,Active
s02057,spark6755435@university.ac.uk,Computer Science BSc,8,2026-04-28,Active
s02058,enielsen5489736@university.ac.uk,English Literature BA,8,,Inactive
s02059,heriksson1326300@university.ac.uk,MBA,7,2026-04-07,Active
s02062,hgreco8398490@university.ac.uk,Computer Science BSc,4,2026-04-17,Active
s02063,mrichardson5571888@university.ac.uk,Civil Engineering MEng,7,2026-04-15,Active
s02064,ndiallo4940766@university.ac.uk,Psychology (BSc),5,2026-04-13,Active
s02065,adoherty5768437@university.ac.uk,History BA,7,2026-04-19,Active
s02066,nthompson6093694@university.ac.uk,Civil Engineering MEng,5,2026-04-07,Active
s02067,yricci2494246@university.ac.uk,Mathematics BSc,7,2026-04-30,Active
s02068,fibrahim8721433@university.ac.uk,Computer Science BSc,6,,Inactive
s02069,eislam9494529@university.ac.uk,Civil Engineering MEng,5,2026-04-17,Active
s02070,jfarah1241882@university.ac.uk,Psychology (BSc),8,2026-05-01,Active
s02071,hsmith1803626@university.ac.uk,English Literature BA,5,2026-04-21,Active
s02072,aomar9140171@university.ac.uk,Civil Engineering MEng,8,2026-04-05,Active
s02073,rbrady2175382@university.ac.uk,MBA,8,2026-04-06,Active
s02074,llindqvist4080940@university.ac.uk,English Literature BA,7,2026-04-30,Active
s02075,mali2171600@university.ac.uk,Mathematics BSc,4,2026-04-29,Active
s02076,chussain1371178@university.ac.uk,English Literature BA,4,2026-04-03,
s02077,lreid8573399@university.ac.uk,Computer Science BSc,4,2026-04-14,Active
s02078,rflynn2716785@university.ac.uk,Data Science MSc,8,2026-04-14,Active
s02079,hosei5238332@university.ac.uk,Data Science MSc,4,2026-04-30,Active
s02080,rgraham2279502@university.ac.uk,Nursing BSc,5,,Inactive
s02081,owatson3509973@university.ac.uk,MBA,5,2026-04-27,Active
s02082,lmohamed4469923@university.ac.uk,Computer Science BSc,5,2026-04-25,Active
s02083,bwilson9954790@university.ac.uk,Mathematics BSc,8,2026-04-27,Active
s02084,mroberts7947176@university.ac.uk,Business Management BSc,8,2026-04-21,Active
s02085,jmitchell1663430@university.ac.uk,Data Science MSc,4,2026-04-13,Active
s02087,aroberts5410965@university.ac.uk,English Literature BA,7,2026-04-17,Active
s02089,ethompson3604210@university.ac.uk,Data Science MSc,8,,Inactive
s02090,kabdi1953059@university.ac.uk,Computer Science BSc,6,2026-04-30,Active
s02091,pho2167508@university.ac.uk,Data Science MSc,5,2026-04-25,Active
s02092,vnielsen1894334@university.ac.uk,Psychology (BSc),5,,Inactive
s02093,rmancini1383671@university.ac.uk,Psychology (BSc),4,2026-04-18,Active
s02094,iryan7973522@university.ac.uk,Psychology (BSc),7,2026-04-18,Active
s02095,mrichardson6425984@university.ac.uk,MBA,5,2026-04-15,
s02096,lrobinson6071689@university.ac.uk,Data Science MSc,8,2026-04-16,Active
s02097,oyip9292740@university.ac.uk,Nursing BSc,7,2026-04-10,Active
s02098,lcox4944648@university.ac.uk,Mathematics BSc,5,2026-04-06,
s02099,gsingh6139778@university.ac.uk,Psychology (BSc),4,,Inactive
s02100,nchen1998385@university.ac.uk,English Literature BA,4,2026-04-20,Active
s02101,ehussain7378393@university.ac.uk,Computer Science BSc,4,2026-04-21,Active
s02102,mho2472907@university.ac.uk,MBA,8,2026-04-08,Active
s02103,akim8280295@university.ac.uk,History BA,4,2026-04-18,Active
s02104,mbrooks6050266@university.ac.uk,Psychology (BSc),6,2026-04-20,
s02105,pdiop9753702@university.ac.uk,Mathematics BSc,8,2026-04-19,Active
s02106,etaylor2877929@university.ac.uk,English Literature BA,6,2026-04-16,Active
s02107,imccarthy9589720@university.ac.uk,Computer Science BSc,4,2026-04-01,Active
s02108,gwatson9554149@university.ac.uk,Civil Engineering MEng,7,2026-04-28,Active
s02109,efontana9413073@university.ac.uk,Business Management BSc,8,2026-04-30,Active
s02110,srahman8678776@university.ac.uk,English Literature BA,6,2026-04-08,Active
s02111,zahmed5589463@university.ac.uk,Nursing BSc,8,2026-04-10,Active
s02112,jclarke4778014@university.ac.uk,English Literature BA,6,,Inactive
s02113,easante2731330@university.ac.uk,English Literature BA,8,2026-04-12,Active
s02114,jricci6246012@university.ac.uk,Nursing BSc,5,2026-04-02,Active
s02115,fmartin8908910@university.ac.uk,Civil Engineering MEng,6,2026-04-26,Active
s02116,mali8626100@university.ac.uk,MBA,6,2026-04-17,Active
s02117,fbyrne3672991@university.ac.uk,Data Science MSc,8,2026-03-27,
s02118,nbyrne4404922@university.ac.uk,Computer Science BSc,7,2026-04-24,Active
s02119,mchan7020038@university.ac.uk,English Literature BA,5,2026-04-27,Active
s02120,mjackson3346714@university.ac.uk,English Literature BA,6,2026-04-23,Active
s02121,mroberts2385966@university.ac.uk,Nursing BSc,4,2026-04-15,Active
s02122,nhughes4330404@university.ac.uk,Mathematics BSc,4,2026-04-11,Active
s02123,esharma3952596@university.ac.uk,English Literature BA,8,2026-04-28,Active
s02124,jcooper2169109@university.ac.uk,English Literature BA,7,,Inactive
s02125,rjames1634015@university.ac.uk,Nursing BSc,5,2026-04-05,Active
s02126,mbrooks7780733@university.ac.uk,Mathematics BSc,6,2026-04-30,Active
s02127,cislam7709154@university.ac.uk,Nursing BSc,4,2026-04-01,
s02128,eroberts6052818@university.ac.uk,MBA,6,2026-04-22,Active
s02129,alewis8971500@university.ac.uk,English Literature BA,4,2026-04-26,
s02130,oedwards6600660@university.ac.uk,Psychology (BSc),8,2026-04-04,Active
s02131,hjama5097980@university.ac.uk,Computer Science BSc,8,2026-04-08,Active
s02132,dbrown8587008@university.ac.uk,Mathematics BSc,6,,Inactive
s02133,veriksson8900720@university.ac.uk,Psychology (BSc),8,2026-04-23,Active
s02134,nbianchi8905109@university.ac.uk,Nursing BSc,5,2026-04-28,Active
s02135,ebah6824148@university.ac.uk,English Literature BA,8,2026-04-05,Active
s02136,rgreco8661886@university.ac.uk,Nursing BSc,5,2026-04-19,Active
s02137,ncox4196291@university.ac.uk,Data Science MSc,8,2026-04-25,Active
s02138,kwhite1967876@university.ac.uk,Data Science MSc,6,2026-04-11,Active
s02139,hlam7087168@university.ac.uk,MBA,5,2026-04-11,Active
s02140,pcheung7493971@university.ac.uk,English Literature BA,7,2026-04-09,Active
s02141,nrahman3366077@university.ac.uk,English Literature BA,6,2026-04-11,Active
s02143,pdavies2263441@university.ac.uk,History BA,5,2026-04-22,Active
s02144,btoure1166200@university.ac.uk,English Literature BA,4,2026-04-11,Active
s02145,hmurray5254824@university.ac.uk,MBA,4,2026-04-24,Active
s02146,eandersson9091833@university.ac.uk,Mathematics BSc,7,2026-04-23,Active
s02147,ewilliams9040266@university.ac.uk,Mathematics BSc,4,2026-04-20,Active
s02148,hconti2761360@university.ac.uk,Nursing BSc,6,,Inactive
s02149,iosei8195663@university.ac.uk,Psychology (BSc),5,2026-04-17,Active
s02151,ahughes9159391@university.ac.uk,Business Management BSc,6,2026-04-06,Active
s02152,owong3803341@university.ac.uk,Nursing BSc,8,2026-04-10,Active
s02153,gjama7864828@university.ac.uk,English Literature BA,8,2026-04-07,Active
s02154,ahussain4865996@university.ac.uk,Nursing BSc,4,2026-04-05,Active
s02155,mbegum5058516@university.ac.uk,Civil Engineering MEng,7,2026-04-17,Active
s02156,hkaur3308203@university.ac.uk,Business Management BSc,7,2026-04-07,Active
s02157,iosei6034545@university.ac.uk,Civil Engineering MEng,8,2026-04-23,Active
s02158,fbianchi3704905@university.ac.uk,Civil Engineering MEng,7,2026-04-03,Active
s02159,cdavies9128330@university.ac.uk,Data Science MSc,7,2026-04-19,Active
s02160,llam3190538@university.ac.uk,Mathematics BSc,4,2026-04-24,Active
s02161,nholm3008206@university.ac.uk,History BA,6,2026-03-22,Active
s02163,jwood1584149@university.ac.uk,MBA,6,2026-04-15,Active
s02164,mbianchi6602043@university.ac.uk,Psychology (BSc),5,2026-04-10,Active
s02166,tbegum9776470@university.ac.uk,English Literature BA,6,2026-04-02,Active
s02167,kconti7605737@university.ac.uk,Data Science MSc,6,2026-04-03,Active
s02168,cndiaye4247095@university.ac.uk,Mathematics BSc,4,2026-04-28,Active
s02169,awilliams1821229@university.ac.uk,Nursing BSc,4,2026-04-14,Active
s02170,idavies9400241@university.ac.uk,Psychology (BSc),6,2026-04-11,Active
s02172,jabdi3148335@university.ac.uk,English Literature BA,5,2026-04-11,Active
s02173,awilson7627859@university.ac.uk,MBA,6,,Inactive
s02174,slam1602397@university.ac.uk,Mathematics BSc,6,2026-04-08,Active
s02175,rmohamed2658827@university.ac.uk,Computer Science BSc,8,,
s02176,dpatel6770579@university.ac.uk,English Literature BA,5,2026-04-28,Active
s02177,pmurray6878620@university.ac.uk,Civil Engineering MEng,6,2026-04-25,Active
s02178,pross7047536@university.ac.uk,Civil Engineering MEng,4,2026-04-11,Active
s02179,jhussain1568608@university.ac.uk,MBA,6,2026-05-01,Active
s02180,rmohamed2489070@university.ac.uk,Business Management BSc,7,,Inactive
s02181,cbyrne7094031@university.ac.uk,MBA,8,2026-04-27,Active
s02182,clewis6407555@university.ac.uk,Mathematics BSc,8,2026-04-21,Active
s02183,masante4553603@university.ac.uk,Civil Engineering MEng,8,2026-04-05,Active
s02184,nabdi9557543@university.ac.uk,History BA,5,2026-04-07,Active
s02185,ccosta6256351@university.ac.uk,History BA,8,2026-04-21,Active
s02186,ctaylor4485700@university.ac.uk,Civil Engineering MEng,6,,Inactive
s02187,eross2867122@university.ac.uk,Mathematics BSc,5,2026-04-23,Active
s02188,sharris4215745@university.ac.uk,Data Science MSc,7,2026-04-02,
s02189,llindqvist6086603@university.ac.uk,Psychology (BSc),4,2026-04-17,Active
s02190,dgupta9565811@university.ac.uk,Psychology (BSc),8,2026-04-23,Active
s02191,nroberts7324436@university.ac.uk,Mathematics BSc,6,2026-04-11,Active
s02192,sshaw6153051@university.ac.uk,Computer Science BSc,5,2026-04-19,Active
s02193,rbianchi9255518@university.ac.uk,Psychology (BSc),6,2026-04-21,Active
s02194,iali7356161@university.ac.uk,Nursing BSc,8,2026-04-01,Active
s02195,owalker7803037@university.ac.uk,Psychology (BSc),4,2026-04-30,Active
s02196,shall5089276@university.ac.uk,Nursing BSc,5,2026-04-25,Active
s02198,jali5614877@university.ac.uk,Data Science MSc,6,2026-03-26,Active
s02199,vedwards3059740@university.ac.uk,MBA,5,2026-04-10,Active
s02200,jhussein8433358@university.ac.uk,Data Science MSc,8,2026-04-01,Active
s02201,rbrooks4100151@university.ac.uk,Psychology (BSc),8,2026-04-02,Active
s02202,estewart2800332@university.ac.uk,Psychology (BSc),7,2026-04-26,Active
s02203,cevans2232939@university.ac.uk,Mathematics BSc,7,2026-04-10,
s02204,jasante6611937@university.ac.uk,MBA,8,2026-04-22,Active
s02205,hkaur9955286@university.ac.uk,Psychology (BSc),5,2026-04-14,Active
s02206,dng8414050@university.ac.uk,Business Management BSc,6,2026-04-28,Active
s02207,lmurphy4040389@university.ac.uk,Business Management BSc,6,2026-04-14,Active
s02208,rturner1097757@university.ac.uk,Computer Science BSc,5,2026-04-03,Active
s02209,fkaur1234205@university.ac.uk,Civil Engineering MEng,4,2026-04-04,
s02210,mryan8290406@university.ac.uk,Nursing BSc,5,2026-04-26,Active
s02211,arobinson9414678@university.ac.uk,Data Science MSc,8,,Inactive
s02212,jlee8551275@university.ac.uk,Civil Engineering MEng,8,2026-05-01,Active
s02213,landersson3744411@university.ac.uk,Nursing BSc,7,2026-04-10,Active
s02214,rndiaye7620256@university.ac.uk,Nursing BSc,6,2026-04-03,Active
s02215,clee5220999@university.ac.uk,English Literature BA,7,2026-04-25,Active
s02216,mbegum3072024@university.ac.uk,Psychology (BSc),6,2026-04-13,Active
s02217,mcosta5369798@university.ac.uk,Computer Science BSc,5,2026-04-04,Active
s02218,fo'brien3020077@university.ac.uk,Psychology (BSc),4,2026-04-17,Active
s02219,ihansen8717479@university.ac.uk,Computer Science BSc,6,2026-04-24,Active
s02220,fyusuf6149780@university.ac.uk,Civil Engineering MEng,4,2026-04-04,Active
s02222,nbrady4607856@university.ac.uk,Mathematics BSc,4,,Inactive
s02223,cpatel8319286@university.ac.uk,Civil Engineering MEng,4,2026-04-21,Active
s02224,rho3932433@university.ac.uk,MBA,5,2026-04-04,Active
s02225,ftoure8591138@university.ac.uk,Business Management BSc,4,,Inactive
s02226,dmorgan2406027@university.ac.uk,Nursing BSc,4,2026-04-23,Active
s02227,ocox3533058@university.ac.uk,Computer Science BSc,8,2026-05-01,Active
s02228,nbianchi2200992@university.ac.uk,History BA,8,2026-04-30,Active
s02229,bdavies4994976@university.ac.uk,Psychology (BSc),6,2026-04-09,Active
s02230,cwood8932791@university.ac.uk,Civil Engineering MEng,8,2026-04-01,Active
s02232,dhoward2715990@university.ac.uk,Computer Science BSc,6,2026-04-03,Active
s02233,rhussein6005599@university.ac.uk,Data Science MSc,4,2026-04-02,Active
s02234,mmurphy7259881@university.ac.uk,MBA,8,2026-04-21,Active
s02235,osmith2482461@university.ac.uk,Psychology (BSc),7,2026-04-01,Active
s02237,eho4363934@university.ac.uk,Civil Engineering MEng,5,2026-04-23,Active
s02238,fsharma3386154@university.ac.uk,Mathematics BSc,8,2026-04-03,Active
s02239,vconti4101351@university.ac.uk,Computer Science BSc,5,2026-04-25,Active
s02240,rahmed8693308@university.ac.uk,Mathematics BSc,8,2026-04-20,Active
s02241,lbrooks9433191@university.ac.uk,Psychology (BSc),8,2026-04-03,Active
s02242,phoward6268214@university.ac.uk,Business Management BSc,7,2026-04-04,Active
s02243,shughes5780258@university.ac.uk,Nursing BSc,4,2026-04-26,Active
s02244,ykim2243884@university.ac.uk,Business Management BSc,6,2026-04-16,Active
s02245,mhassan7803951@university.ac.uk,Civil Engineering MEng,8,2026-04-09,Active
s02246,csvensson7755667@university.ac.uk,Business Management BSc,8,2026-04-02,Active
s02247,zibrahim2057055@university.ac.uk,English Literature BA,5,2026-04-12,Active
s02248,omurphy3848972@university.ac.uk,Nursing BSc,4,2026-04-03,Active
s02249,hesposito2130548@university.ac.uk,Computer Science BSc,8,2026-04-29,Active
s02250,chussein6574933@university.ac.uk,Nursing BSc,8,2026-03-05,
s02251,rho7882855@university.ac.uk,English Literature BA,6,2026-04-27,Active
s02252,jwatson2816209@university.ac.uk,History BA,4,2026-04-12,Active
s02253,crahman1730570@university.ac.uk,Business Management BSc,4,2026-04-05,Active
s02254,sdavies6617878@university.ac.uk,Nursing BSc,8,2026-04-08,Active
s02255,iali2694157@university.ac.uk,Mathematics BSc,4,2026-04-13,Active
s02256,schen2397844@university.ac.uk,Computer Science BSc,4,2026-04-19,Active
s02258,ireid8431581@university.ac.uk,Civil Engineering MEng,6,2026-04-20,Active
s02259,aflynn8098849@university.ac.uk,Civil Engineering MEng,7,2026-04-30,Active
s02260,ericci7888476@university.ac.uk,Civil Engineering MEng,6,2026-04-24,Active
s02261,tthompson5708254@university.ac.uk,Nursing BSc,7,2026-04-26,Active
s02262,levans7746545@university.ac.uk,Business Management BSc,6,2026-04-23,Active
s02263,nrobinson9029197@university.ac.uk,Nursing BSc,8,,Inactive
s02264,fsvensson3005790@university.ac.uk,Psychology (BSc),6,2026-04-22,Active
s02265,kreid2388056@university.ac.uk,Mathematics BSc,4,2026-04-08,Active
s02266,fsharma8002057@university.ac.uk,Data Science MSc,4,2026-04-16,Active
s02267,hholm2250016@university.ac.uk,Data Science MSc,5,,Inactive
s02268,cholm5943427@university.ac.uk,Mathematics BSc,8,2026-04-20,Active
s02269,kwilliams1649075@university.ac.uk,English Literature BA,4,2026-04-02,Active
s02270,bbyrne1820722@university.ac.uk,MBA,8,2026-04-02,Active
s02271,odiallo6105609@university.ac.uk,Psychology (BSc),6,2026-04-09,Active
s02272,oevans6363491@university.ac.uk,Computer Science BSc,4,2026-04-01,Active
s02273,kchan7401713@university.ac.uk,Data Science MSc,8,2026-04-28,Active
s02274,ereid9502003@university.ac.uk,Civil Engineering MEng,6,2026-04-18,Active
s02276,mo'sullivan2523086@university.ac.uk,English Literature BA,7,2026-04-24,Active
s02277,mferrari6636686@university.ac.uk,MBA,5,2026-04-04,Active
s02278,mthomas8413318@university.ac.uk,Mathematics BSc,6,2026-05-01,Active
s02279,omensah6004007@university.ac.uk,History BA,7,2026-04-13,Active
s02280,scox4858654@university.ac.uk,Computer Science BSc,8,2026-04-09,Active
s02281,mrichardson7617084@university.ac.uk,MBA,7,2026-05-01,Active
s02282,jryan8618659@university.ac.uk,Civil Engineering MEng,4,2026-04-07,Active
s02283,nturner2874898@university.ac.uk,MBA,8,2026-04-01,Active
s02284,ejama6567360@university.ac.uk,Data Science MSc,5,2026-04-14,Active
s02285,gwilliams3277248@university.ac.uk,Nursing BSc,5,2026-04-25,Active
s02287,jsharma9677475@university.ac.uk,MBA,8,2026-04-14,Active
s02288,redwards4451495@university.ac.uk,Computer Science BSc,4,2026-04-16,Active
s02289,jo'sullivan3492085@university.ac.uk,MBA,8,2026-04-15,Active
s02290,lowusu8145713@university.ac.uk,History BA,8,2026-04-22,Active
s02291,eclarke5766375@university.ac.uk,English Literature BA,8,2026-04-25,Active
s02292,lmahmood3635213@university.ac.uk,Data Science MSc,6,2026-04-14,Active
s02294,ldoherty8242683@university.ac.uk,Civil Engineering MEng,5,,Inactive
s02295,nferrari3569349@university.ac.uk,Mathematics BSc,5,2026-04-27,Active
s02296,pryan4066710@university.ac.uk,Mathematics BSc,4,2026-04-27,Active
s02297,jbrady7415348@university.ac.uk,English Literature BA,5,2026-04-25,Active
s02298,jandersson8009470@university.ac.uk,Business Management BSc,4,2026-04-21,Active
s02299,yislam6002192@university.ac.uk,Business Management BSc,4,2026-04-12,Active
s02300,imancini1067186@university.ac.uk,Civil Engineering MEng,5,2026-04-23,
s02301,hbrady1545460@university.ac.uk,MBA,8,2026-04-03,Active
s02302,jryan2178083@university.ac.uk,History BA,8,2026-04-27,Active
s02303,rowusu5383369@university.ac.uk,Mathematics BSc,6,2026-04-27,Active
s02304,rcampbell2724015@university.ac.uk,MBA,4,2026-04-28,Active
s02305,oabdi9031063@university.ac.uk,Mathematics BSc,7,2026-05-01,Active
s02306,hconti7760870@university.ac.uk,Mathematics BSc,7,2026-04-02,Active
s02307,nlarsen3936469@university.ac.uk,MBA,5,2026-04-15,Active
s02308,pcox6847152@university.ac.uk,English Literature BA,5,,Inactive
s02309,rtoure8269014@university.ac.uk,Business Management BSc,7,2026-04-06,Active
s02310,emurphy4237850@university.ac.uk,Psychology (BSc),6,2026-04-30,Active
s02311,ihansen3607290@university.ac.uk,Computer Science BSc,4,2026-04-08,
s02312,nbyrne1049521@university.ac.uk,English Literature BA,4,2026-04-16,Active
s02313,tcosta2533437@university.ac.uk,Data Science MSc,5,2026-04-29,Active
s02314,jdoherty1293505@university.ac.uk,History BA,5,2026-04-14,Active
s02315,wbianchi2143562@university.ac.uk,History BA,8,2026-04-27,Active
s02316,ogreco1769763@university.ac.uk,Computer Science BSc,6,2026-04-11,Active
s02317,nberg5640533@university.ac.uk,History BA,4,2026-04-01,Active
s02318,mberg6519598@university.ac.uk,MBA,8,2026-04-04,Active
s02319,ocosta7364302@university.ac.uk,History BA,7,2026-04-03,Active
s02320,bbah9214483@university.ac.uk,Psychology (BSc),8,2026-04-13,Active
s02321,cgupta7517264@university.ac.uk,History BA,7,2026-04-24,Active
s02322,blewis7073548@university.ac.uk,Mathematics BSc,7,2026-04-06,Active
s02323,lmohamed3565113@university.ac.uk,English Literature BA,4,2026-04-15,Active
s02324,mlam7657403@university.ac.uk,MBA,8,2026-04-17,Active
s02325,mcox7785407@university.ac.uk,Business Management BSc,4,2026-04-08,Active
s02326,mjackson9341531@university.ac.uk,History BA,6,2026-04-30,Active
s02327,scheung2791466@university.ac.uk,Civil Engineering MEng,6,2026-04-26,Active
s02328,fokafor5532904@university.ac.uk,Civil Engineering MEng,6,,Inactive
s02329,kmurray7573397@university.ac.uk,Civil Engineering MEng,6,2026-04-22,Active
s02330,ho'sullivan4177431@university.ac.uk,History BA,7,2026-04-28,Active
s02331,sross8401834@university.ac.uk,Data Science MSc,6,2026-04-05,Active
s02332,enielsen8293346@university.ac.uk,Mathematics BSc,4,2026-04-13,Active
s02334,gprice9602111@university.ac.uk,History BA,8,2026-04-18,Active
s02335,tjackson6149756@university.ac.uk,Data Science MSc,8,2026-04-27,Active
s02336,cjames6554768@university.ac.uk,Nursing BSc,4,2026-04-11,Active
s02337,fwalsh9126812@university.ac.uk,Computer Science BSc,5,2026-04-17,Active
s02338,nrobinson5771566@university.ac.uk,Psychology (BSc),5,2026-04-29,Active
s02339,hcox5388846@university.ac.uk,Mathematics BSc,5,2026-04-25,Active
s02340,jwilliams3058029@university.ac.uk,History BA,5,2026-04-06,Active
s02341,amancini3223912@university.ac.uk,English Literature BA,7,2026-05-01,Active
s02342,mchan6832496@university.ac.uk,MBA,7,2026-04-05,Active
s02343,mmohamed2871828@university.ac.uk,English Literature BA,8,2026-04-04,
s02345,twalsh8711866@university.ac.uk,Computer Science BSc,8,2026-03-05,Active
s02346,fbrady4685762@university.ac.uk,MBA,7,2026-04-19,Active
s02347,oosei1160787@university.ac.uk,Computer Science BSc,7,2026-04-11,Active
s02348,nbah9101742@university.ac.uk,Nursing BSc,8,2026-04-25,Active
s02349,iahmed2355680@university.ac.uk,Computer Science BSc,4,2026-04-29,Active
s02350,khall9277876@university.ac.uk,Civil Engineering MEng,7,2026-04-05,Active
s02351,lmohamed7010487@university.ac.uk,Psychology (BSc),4,2026-04-22,Active
s02352,iahmed4774795@university.ac.uk,Civil Engineering MEng,6,2026-04-26,Active
s02353,trobinson6891570@university.ac.uk,History BA,4,2026-04-05,Active
s02354,iturner7561657@university.ac.uk,Nursing BSc,4,2026-04-30,Active
s02355,gdiop5104980@university.ac.uk,Data Science MSc,7,,Inactive
s02356,rconti4437748@university.ac.uk,Nursing BSc,6,2026-04-20,Active
s02357,mowusu1193203@university.ac.uk,Data Science MSc,5,2026-04-22,Active
s02358,gasante9481057@university.ac.uk,Psychology (BSc),4,2026-04-28,Active
s02359,gsingh1659770@university.ac.uk,Computer Science BSc,6,2026-03-17,Active
s02360,ccox1234024@university.ac.uk,Computer Science BSc,6,2026-03-23,Active
s02361,iconti4122604@university.ac.uk,MBA,7,,Inactive
s02362,rjackson7464070@university.ac.uk,History BA,6,2026-04-30,Active
s02363,lconti7051943@university.ac.uk,English Literature BA,5,2026-04-20,Active
s02364,mkaur1582599@university.ac.uk,Business Management BSc,7,2026-04-04,Active
s02365,gmahmood2560693@university.ac.uk,Nursing BSc,4,2026-04-06,Active
s02366,dwalsh1635579@university.ac.uk,Nursing BSc,7,2026-04-03,Active
s02367,ho'brien1942280@university.ac.uk,History BA,4,2026-04-12,Active
s02368,owilson6428343@university.ac.uk,Civil Engineering MEng,7,2026-04-27,Active
s02369,hrahman6296454@university.ac.uk,Mathematics BSc,6,2026-03-11,Active
s02370,mbrady6435450@university.ac.uk,History BA,5,2026-04-15,Active
s02371,feriksson8005804@university.ac.uk,Business Management BSc,7,,Inactive
s02372,awilliams4680002@university.ac.uk,Computer Science BSc,8,2026-04-23,Active
s02373,mo'brien7010182@university.ac.uk,Data Science MSc,6,2026-04-14,Active
s02374,spark6925303@university.ac.uk,Civil Engineering MEng,7,2026-04-01,Active
s02375,nharris4160864@university.ac.uk,Civil Engineering MEng,6,2026-04-17,Active
s02376,nhussain9820715@university.ac.uk,MBA,8,2026-04-12,Active
s02377,cnielsen8596843@university.ac.uk,Psychology (BSc),6,2026-05-01,Active
s02378,fthompson4022415@university.ac.uk,Business Management BSc,6,2026-04-04,Active
s02379,tgupta2598116@university.ac.uk,Civil Engineering MEng,7,2026-03-10,Active
s02380,kcosta5778308@university.ac.uk,Business Management BSc,6,2026-04-30,Active
s02381,gislam8625188@university.ac.uk,History BA,7,2026-04-01,Active
s02382,khussein8551617@university.ac.uk,Data Science MSc,5,2026-04-05,Active
s02383,mtaylor1279602@university.ac.uk,Data Science MSc,8,,Inactive
s02386,mhall1514410@university.ac.uk,Nursing BSc,4,2026-04-18,Active
s02387,mbianchi9516192@university.ac.uk,Civil Engineering MEng,8,2026-04-14,Active
s02388,iali3254626@university.ac.uk,Psychology (BSc),6,2026-04-27,
s02389,lmitchell9658128@university.ac.uk,Nursing BSc,7,2026-04-04,Active
s02390,lo'brien7849334@university.ac.uk,Nursing BSc,4,2026-04-27,Active
s02391,nricci4599710@university.ac.uk,Nursing BSc,4,2026-04-12,Active
s02392,achen1199283@university.ac.uk,Business Management BSc,6,2026-04-06,Active
s02393,zlam1377302@university.ac.uk,History BA,4,,Inactive
s02394,fbyrne1054478@university.ac.uk,Psychology (BSc),7,2026-04-30,Active
